Item,Type,DistNum,TargetNum,Context,Target,Surprisal
10,Reflexive,SG,SG,The stern librarian who glared at the loud child probably amused {} by reorganizing the books.,herself,1.0521507645205845
10,Reflexive,SG,PL,The stern librarian who glared at the loud child probably amused {} by reorganizing the books.,themselves,7.609282476801651
10,Reflexive,PL,SG,The stern librarian who glared at the loud children probably amused {} by reorganizing the books.,herself,1.3266964245234731
10,Reflexive,PL,PL,The stern librarian who glared at the loud children probably amused {} by reorganizing the books.,themselves,6.231759934987133
11,Verbal,SG,SG,The aging nun who taught the young choirgirls definitely {} anxious retire very soon.,was,11.913653332921015
11,Verbal,SG,PL,The aging nun who taught the young choirgirl definitely {} anxious to retire very soon.,were,14.51245028293778
11,Verbal,PL,SG,The aging nun who taught the young choirgirls definitely {} anxious to retire very soon.,was,3.7560606050622454
11,Verbal,PL,PL,The aging nun who taught the young choirgirls definitely {} anxious to retire very soon.,were,13.268074344974433
11,Reflexive,SG,SG,The aging nun who taught the young choirgirl definitely exhausted {} by teaching too much.,herself,0.06123108440835105
11,Reflexive,SG,PL,The aging nun who taught the young choirgirl definitely exhausted {} by teaching too much.,themselves,8.714613868220015
11,Reflexive,PL,SG,The aging nun who taught the young choirgirls definitely exhausted {} by teaching too much.,herself,0.03813517265021418
11,Reflexive,PL,PL,The aging nun who taught the young choirgirls definitely exhausted {} by teaching too much.,themselves,8.312765403885424
12,Verbal,SG,SG,The strict nanny who babysat the well-behaved schoolgirl evidently {} reluctant to spank bad children.,was,0.16215651630609307
12,Verbal,SG,PL,The strict nanny who babysat the well-behaved schoolgirl evidently {} reluctant to spank bad children.,were,10.21162148360192
12,Verbal,PL,SG,The strict nanny who babysat the well-behaved schoolgirls evidently {} reluctant to spank bad children.,was,0.14615811874077866
12,Verbal,PL,PL,The strict nanny who babysat the well-behaved schoolgirls evidently {} reluctant to spank bad children.,were,8.722108757555842
12,Reflexive,SG,SG,The strict nanny who babysat the well-behaved schoolgirl evidently burned {} preparing a hot soup.,herself,2.9321945916781313
12,Reflexive,SG,PL,The strict nanny who babysat the well-behaved schoolgirl evidently burned {} preparing a hot soup.,themselves,9.48961501984381
12,Reflexive,PL,SG,The strict nanny who babysat the well-behaved schoolgirls evidently burned {} preparing a hot soup.,herself,3.3925753123140985
12,Reflexive,PL,PL,The strict nanny who babysat the well-behaved schoolgirls evidently burned {} preparing a hot soup.,themselves,9.04772949353618
13,Verbal,SG,SG,The dramatic actress who promoted the opera singer apparently {} excited about the upcoming season.,was,3.662813539788818
13,Verbal,SG,PL,The dramatic actress who promoted the opera singer apparently {} excited about the upcoming season.,were,11.601297401035083
13,Verbal,PL,SG,The dramatic actress who promoted the opera singers apparently {} excited about the upcoming season.,was,3.0943608800444244
13,Verbal,PL,PL,The dramatic actress who promoted the opera singers apparently {} excited about the upcoming season.,were,11.24443298245274
13,Reflexive,SG,SG,The dramatic actress who promoted the opera singer apparently volunteered {} for a television commerical.,herself,0.17637007638416946
13,Reflexive,SG,PL,The dramatic actress who promoted the opera singer apparently volunteered {} for a television commerical.,themselves,10.225890098396295
13,Reflexive,PL,SG,The dramatic actress who promoted the opera singers apparently volunteered {} for a television commerical.,herself,0.1593979092784497
13,Reflexive,PL,PL,The dramatic actress who promoted the opera singers apparently volunteered {} for a television commerical.,themselves,7.655818839238602
14,Verbal,SG,SG,The nimble ballerina who danced with the jazz dancers clearly {} skilled skilled in many dance techniques.,was,0.9257796328716343
14,Verbal,SG,PL,The nimble ballerina who danced with the jazz dancer clearly {} skilled in many dance techniques.,were,11.604795765744516
14,Verbal,PL,SG,The nimble ballerina who danced with the jazz dancers clearly {} skilled in many dance techniques.,was,0.09409669323907333
14,Verbal,PL,PL,The nimble ballerina who danced with the jazz dancers clearly {} skilled in many dance techniques.,were,9.935045786916303
14,Reflexive,SG,SG,The nimble ballerina who danced with the jazz dancer clearly disoriented {} with the complicated dance.,herself,0.21798282468103466
14,Reflexive,SG,PL,The nimble ballerina who danced with the jazz dancer clearly disoriented {} with the complicated dance.,themselves,8.630757713278847
14,Reflexive,PL,SG,The nimble ballerina who danced with the jazz dancers clearly disoriented {} with the complicated dance.,herself,0.1241351833715586
14,Reflexive,PL,PL,The nimble ballerina who danced with the jazz dancers clearly disoriented {} with the complicated dance.,themselves,7.1475970783567755
15,Verbal,SG,SG,The evil witch who stalked the royal princesses supposedly {} prepared curse the royal family.,was,5.647251497124908
15,Verbal,SG,PL,The evil witch who stalked the royal princess supposedly {} prepared to curse the royal family.,were,10.58278280619328
15,Verbal,PL,SG,The evil witch who stalked the royal princesses supposedly {} prepared to curse the royal family.,was,0.9489110713336383
15,Verbal,PL,PL,The evil witch who stalked the royal princesses supposedly {} prepared to curse the royal family.,were,9.104192141432708
15,Reflexive,SG,SG,The evil witch who stalked the royal princess supposedly poisoned {} with a cursed apple.,herself,3.7470075015186333
15,Reflexive,SG,PL,The evil witch who stalked the royal princess supposedly poisoned {} with a cursed apple.,themselves,14.283084377106341
15,Reflexive,PL,SG,The evil witch who stalked the royal princesses supposedly poisoned {} with a cursed apple.,herself,4.156038419014121
15,Reflexive,PL,PL,The evil witch who stalked the royal princesses supposedly poisoned {} with a cursed apple.,themselves,7.4532306826916885
16,Verbal,SG,SG,The hard-working maid who chastised the lazy housekeeper probably {} angry about doing other people's work.,was,1.954935950109725
16,Verbal,SG,PL,The hard-working maid who chastised the lazy housekeeper probably {} angry about doing other people's work.,were,13.588655692755916
16,Verbal,PL,SG,The hard-working maid who chastised the lazy housekeepers probably {} angry about doing other people's work.,was,2.055487204783645
16,Verbal,PL,PL,The hard-working maid who chastised the lazy housekeepers probably {} angry about doing other people's work.,were,12.68890888795316
16,Reflexive,SG,SG,The hard-working maid who chastised the lazy housekeeper probably upset {} from doing other people's work.,herself,1.5211064792747981
16,Reflexive,SG,PL,The hard-working maid who chastised the lazy housekeeper probably upset {} from doing other people's work.,themselves,10.546223483207148
16,Reflexive,PL,SG,The hard-working maid who chastised the lazy housekeepers probably upset {} from doing other people's work.,herself,1.4802581808513722
16,Reflexive,PL,PL,The hard-working maid who chastised the lazy housekeepers probably upset {} from doing other people's work.,themselves,6.194357665366669
17,Verbal,SG,SG,The kindergarten teacher who lectured the young girl clearly {} friendly to the young students.,was,1.13117669181243
17,Verbal,SG,PL,The kindergarten teacher who lectured the young girl clearly {} friendly to the young students.,were,10.817717045924109
17,Verbal,PL,SG,The kindergarten teacher who lectured the young girls clearly {} friendly to the young students.,was,1.0145116293774614
17,Verbal,PL,PL,The kindergarten teacher who lectured the young girls clearly {} friendly to the young students.,were,10.85848763210185
17,Reflexive,SG,SG,The kindergarten teacher who lectured the young girl clearly prepared {} thoroughly for each lesson.,herself,2.143019080637486
17,Reflexive,SG,PL,The kindergarten teacher who lectured the young girl clearly prepared {} thoroughly for each lesson.,themselves,12.108586917392028
17,Reflexive,PL,SG,The kindergarten teacher who lectured the young girls clearly prepared {} thoroughly for each lesson.,herself,5.581646404640364
17,Reflexive,PL,PL,The kindergarten teacher who lectured the young girls clearly prepared {} thoroughly for each lesson.,themselves,6.191300210988927
18,Verbal,SG,SG,The respected feminist who advised the powerful congresswoman obviously {} supportive of progressive political views.,was,1.5405078447396992
18,Verbal,SG,PL,The respected feminist who advised the powerful congresswoman obviously {} supportive of progressive political views.,were,9.997846836920695
18,Verbal,PL,SG,The respected feminist who advised the powerful congresswomen obviously {} supportive of progressive political views.,was,1.2144147318789151
18,Verbal,PL,PL,The respected feminist who advised the powerful congresswomen obviously {} supportive of progressive political views.,were,8.10280975267901
18,Reflexive,SG,SG,The respected feminist who advised the powerful congresswoman obviously excused {} from any classified discussions.,herself,0.0699494031570754
18,Reflexive,SG,PL,The respected feminist who advised the powerful congresswoman obviously excused {} from any classified discussions.,themselves,9.323012293848286
18,Reflexive,PL,SG,The respected feminist who advised the powerful congresswomen obviously excused {} from any classified discussions.,herself,0.10793445524866366
18,Reflexive,PL,PL,The respected feminist who advised the powerful congresswomen obviously excused {} from any classified discussions.,themselves,8.741097598836744
19,Verbal,SG,SG,The dental hygienist who treated the elderly lady evidently {} known for being very thorough.,was,0.21176488161466406
19,Verbal,SG,PL,The dental hygienist who treated the elderly lady evidently {} known for being very thorough.,were,10.459949669638311
19,Verbal,PL,SG,The dental hygienist who treated the elderly ladies evidently {} known for being very thorough.,was,0.14129045685373573
19,Verbal,PL,PL,The dental hygienist who treated the elderly ladies evidently {} known for being very thorough.,were,9.420648725701126
19,Reflexive,SG,SG,The dental hygienist who treated the elderly lady evidently taught {} how to do root canals.,herself,4.715507829869933
19,Reflexive,SG,PL,The dental hygienist who treated the elderly lady evidently taught {} how to do root canals.,themselves,12.115002279522052
19,Reflexive,PL,SG,The dental hygienist who treated the elderly ladies evidently taught {} how to do root canals.,herself,6.522621420864419
19,Reflexive,PL,PL,The dental hygienist who treated the elderly ladies evidently taught {} how to do root canals.,themselves,7.9889111479209065
20,Verbal,SG,SG,The glamorous supermodel who promoted the fashion designer apparently {} ready for another photo shoot.,was,1.548813166425706
20,Verbal,SG,PL,The glamorous supermodel who promoted the fashion designer apparently {} ready for another photo shoot.,were,10.55674847064375
20,Verbal,PL,SG,The glamorous supermodel who promoted the fashion designers apparently {} ready for another photo shoot.,was,1.3961693770775685
20,Verbal,PL,PL,The glamorous supermodel who promoted the fashion designers apparently {} ready for another photo shoot.,were,10.157997506639152
20,Reflexive,SG,SG,The glamorous supermodel who promoted the fashion designer apparently bruised {} during the photo shoot.,herself,0.416464629018594
20,Reflexive,SG,PL,The glamorous supermodel who promoted the fashion designer apparently bruised {} during the photo shoot.,themselves,8.9487882373406
20,Reflexive,PL,SG,The glamorous supermodel who promoted the fashion designers apparently bruised {} during the photo shoot.,herself,0.4565495655493217
20,Reflexive,PL,PL,The glamorous supermodel who promoted the fashion designers apparently bruised {} during the photo shoot.,themselves,7.730096304576721
21,Verbal,SG,SG,The peppy cheerleader who socialized with the sorority member clearly {} uncomfortable at the frat party.,was,4.937724558289767
21,Verbal,SG,PL,The peppy cheerleader who socialized with the sorority member clearly {} uncomfortable at the frat party.,were,14.667026778280226
21,Verbal,PL,SG,The peppy cheerleader who socialized with the sorority members clearly {} uncomfortable at the frat party.,was,5.091545989347648
21,Verbal,PL,PL,The peppy cheerleader who socialized with the sorority members clearly {} uncomfortable at the frat party.,were,14.035187290358582
21,Reflexive,SG,SG,The peppy cheerleader who socialized with the sorority member clearly injured {} during last night's practice.,herself,0.4982687280366732
21,Reflexive,SG,PL,The peppy cheerleader who socialized with the sorority member clearly injured {} during last night's practice.,themselves,7.474190442030192
21,Reflexive,PL,SG,The peppy cheerleader who socialized with the sorority members clearly injured {} during last night's practice.,herself,0.271927429934371
21,Reflexive,PL,PL,The peppy cheerleader who socialized with the sorority members clearly injured {} during last night's practice.,themselves,7.623438575207586
22,Verbal,SG,SG,The cleaning lady who worked for the aging spinster seemingly {} reluctant to use bleaching agents.,was,0.2469515142695961
22,Verbal,SG,PL,The cleaning lady who worked for the aging spinster seemingly {} reluctant to use bleaching agents.,were,10.881663878720245
22,Verbal,PL,SG,The cleaning lady who worked for the aging spinsters seemingly {} reluctant to use bleaching agents.,was,0.3177858042540324
22,Verbal,PL,PL,The cleaning lady who worked for the aging spinsters seemingly {} reluctant to use bleaching agents.,were,8.565696798524462
22,Reflexive,SG,SG,The cleaning lady who worked for the aging spinster seemingly preoccupied {} with the dirty dishes.,herself,0.039809504386748636
22,Reflexive,SG,PL,The cleaning lady who worked for the aging spinster seemingly preoccupied {} with the dirty dishes.,themselves,10.298534677375345
22,Reflexive,PL,SG,The cleaning lady who worked for the aging spinsters seemingly preoccupied {} with the dirty dishes.,herself,0.06673842994824815
22,Reflexive,PL,PL,The cleaning lady who worked for the aging spinsters seemingly preoccupied {} with the dirty dishes.,themselves,8.910814153024027
23,Verbal,SG,SG,The efficient secretary who assisted the rapid typist undeniably {} systematic in sorting company documents.,was,2.262788973072303
23,Verbal,SG,PL,The efficient secretary who assisted the rapid typist undeniably {} systematic in sorting company documents.,were,10.047693851569472
23,Verbal,PL,SG,The efficient secretary who assisted the rapid typists undeniably {} systematic in sorting company documents.,was,2.410163955302096
23,Verbal,PL,PL,The efficient secretary who assisted the rapid typists undeniably {} systematic in sorting company documents.,were,8.413278730620602
23,Reflexive,SG,SG,The efficient secretary who assisted the rapid typist undeniably scratched {} with the sharp letter-opener.,herself,6.623183321740829
23,Reflexive,SG,PL,The efficient secretary who assisted the rapid typist undeniably scratched {} with the sharp letter-opener.,themselves,11.157263052423785
23,Reflexive,PL,SG,The efficient secretary who assisted the rapid typists undeniably scratched {} with the sharp letter-opener.,herself,7.211121892705309
23,Reflexive,PL,PL,The efficient secretary who assisted the rapid typists undeniably scratched {} with the sharp letter-opener.,themselves,8.183897196749323
24,Verbal,SG,SG,The effective salesman who worked for the successful entrepreneur probably {} worried about the company's image in the news.,was,0.5619325635729882
24,Verbal,SG,PL,The effective salesman who worked for the successful entrepreneur probably {} worried about the company's image in the news.,were,8.628686633182877
24,Verbal,PL,SG,The effective salesman who worked for the successful entrepreneurs probably {} worried about the company's image in the news.,was,0.7198810132603025
24,Verbal,PL,PL,The effective salesman who worked for the successful entrepreneurs probably {} worried about the company's image in the news.,were,5.529773461287934
24,Reflexive,SG,SG,The effective salesman who worked for the successful entrepreneur probably recommended {} for the new manager position.,himself,5.2206361147616525
24,Reflexive,SG,PL,The effective salesman who worked for the successful entrepreneur probably recommended {} for the new manager position.,themselves,12.972042723200422
24,Reflexive,PL,SG,The effective salesman who worked for the successful entrepreneurs probably recommended {} for the new manager position.,himself,5.219720266352776
24,Reflexive,PL,PL,The effective salesman who worked for the successful entrepreneurs probably recommended {} for the new manager position.,themselves,8.046864735539096
25,Verbal,SG,SG,The charming butcher who served the picky chef actually {} unconcerned about selling rancid meat.,was,6.684161643477874
25,Verbal,SG,PL,The charming butcher who served the picky chef actually {} unconcerned about selling rancid meat.,were,18.058274179342735
25,Verbal,PL,SG,The charming butcher who served the picky chefs actually {} unconcerned about selling rancid meat.,was,7.002160084553222
25,Verbal,PL,PL,The charming butcher who served the picky chefs actually {} unconcerned about selling rancid meat.,were,18.317536951494453
25,Reflexive,SG,SG,The charming butcher who served the picky chef actually burned {} in the kitchen.,himself,1.9164588325195009
25,Reflexive,SG,PL,The charming butcher who served the picky chef actually burned {} in the kitchen.,themselves,9.18955143194661
25,Reflexive,PL,SG,The charming butcher who served the picky chefs actually burned {} in the kitchen.,himself,3.0760151075847184
25,Reflexive,PL,PL,The charming butcher who served the picky chefs actually burned {} in the kitchen.,themselves,7.146772980780621
26,Verbal,SG,SG,The hilarious clown who entertained the circus lion-tamer likely {} scared of the growling lions.,was,0.31373598003462394
26,Verbal,SG,PL,The hilarious clown who entertained the circus lion-tamer likely {} scared of the growling lions.,were,10.869889502305728
26,Verbal,PL,SG,The hilarious clown who entertained the circus lion-tamers likely {} scared of the growling lions.,was,0.34301963444220007
26,Verbal,PL,PL,The hilarious clown who entertained the circus lion-tamers likely {} scared of the growling lions.,were,10.065284110400764
26,Reflexive,SG,SG,The hilarious clown who entertained the circus lion-tamer likely slapped {} for a quick laugh.,himself,5.586351671254183
26,Reflexive,SG,PL,The hilarious clown who entertained the circus lion-tamer likely slapped {} for a quick laugh.,themselves,10.923018738388718
26,Reflexive,PL,SG,The hilarious clown who entertained the circus lion-tamers likely slapped {} for a quick laugh.,himself,5.4259508425887555
26,Reflexive,PL,PL,The hilarious clown who entertained the circus lion-tamers likely slapped {} for a quick laugh.,themselves,8.133285243806805
27,Verbal,SG,SG,The wealthy heiress who yelled at the lazy maid undeniably {} irritated at the dirty dishes.,was,2.9268101403455096
27,Verbal,SG,PL,The wealthy heiress who yelled at the lazy maid undeniably {} irritated at the dirty dishes.,were,10.595318496859724
27,Verbal,PL,SG,The wealthy heiress who yelled at the lazy maids undeniably {} irritated at the dirty dishes.,was,2.8211195478285407
27,Verbal,PL,PL,The wealthy heiress who yelled at the lazy maids undeniably {} irritated at the dirty dishes.,were,10.096562174794318
27,Reflexive,SG,SG,The wealthy heiress who yelled at the lazy maid undeniably ruined {} in an embezzlement scandal.,herself,0.7274113602002961
27,Reflexive,SG,PL,The wealthy heiress who yelled at the lazy maid undeniably ruined {} in an embezzlement scandal.,themselves,7.893401438605039
27,Reflexive,PL,SG,The wealthy heiress who yelled at the lazy maids undeniably ruined {} in an embezzlement scandal.,herself,0.9693609810530163
27,Reflexive,PL,PL,The wealthy heiress who yelled at the lazy maids undeniably ruined {} in an embezzlement scandal.,themselves,6.065477922992359
28,Verbal,SG,SG,The cruel hunter who accompanied the accurate sharpshooter surely {} capable of finding deer in the forest.,was,0.11737196859119287
28,Verbal,SG,PL,The cruel hunter who accompanied the accurate sharpshooter surely {} capable of finding deer in the forest.,were,8.828345507970035
28,Verbal,PL,SG,The cruel hunter who accompanied the accurate sharpshooters surely {} capable of finding deer in the forest.,was,0.14599759342172813
28,Verbal,PL,PL,The cruel hunter who accompanied the accurate sharpshooters surely {} capable of finding deer in the forest.,were,7.614783086398554
28,Reflexive,SG,SG,The cruel hunter who accompanied the accurate sharpshooter surely shot {} in the left foot.,himself,2.5991572972373285
28,Reflexive,SG,PL,The cruel hunter who accompanied the accurate sharpshooter surely shot {} in the left foot.,themselves,8.166879535420744
28,Reflexive,PL,SG,The cruel hunter who accompanied the accurate sharpshooters surely shot {} in the left foot.,himself,1.5784861327388482
28,Reflexive,PL,PL,The cruel hunter who accompanied the accurate sharpshooters surely shot {} in the left foot.,themselves,5.204615059612591
29,Verbal,SG,SG,The successful businessman who scolded the teenage bellhop allegedly {} angry with the hotel management.,was,1.054583580638175
29,Verbal,SG,PL,The successful businessman who scolded the teenage bellhop allegedly {} angry with the hotel management.,were,12.006559949251912
29,Verbal,PL,SG,The successful businessman who scolded the teenage bellhops allegedly {} angry with the hotel management.,was,1.5212023660637677
29,Verbal,PL,PL,The successful businessman who scolded the teenage bellhops allegedly {} angry with the hotel management.,were,10.936894789066704
29,Reflexive,SG,SG,The successful businessman who scolded the teenage bellhop allegedly locked {} in a penthouse room all alone.,himself,0.7867144887109226
29,Reflexive,SG,PL,The successful businessman who scolded the teenage bellhop allegedly locked {} in a penthouse room all alone.,themselves,10.624285858239498
29,Reflexive,PL,SG,The successful businessman who scolded the teenage bellhops allegedly locked {} in a penthouse room all alone.,himself,2.9292090093137335
29,Reflexive,PL,PL,The successful businessman who scolded the teenage bellhops allegedly locked {} in a penthouse room all alone.,themselves,5.375329243159015
30,Verbal,SG,SG,The police officer who aided the brilliant detective reportedly {} suspicious of the victim's brother.,was,0.8871844585845492
30,Verbal,SG,PL,The police officer who aided the brilliant detective reportedly {} suspicious of the victim's brother.,were,11.009292158121971
30,Verbal,PL,SG,The police officer who aided the brilliant detectives reportedly {} suspicious of the victim's brother.,was,0.858598179377777
30,Verbal,PL,PL,The police officer who aided the brilliant detectives reportedly {} suspicious of the victim's brother.,were,10.132170973630032
30,Reflexive,SG,SG,The police officer who aided the brilliant detective reportedly disguised {} to get more information.,himself,0.24321190245084248
