Item,Condition,Context,Target,Surprisal
17,OBJ-Match,"As soon as she got back to school, some students accused",Jessica,13.906625637671096
17,OBJ-Mismatch,"As soon as he got back to school, some students accused",Jessica,16.746548060027962
18,SBJ-Match,"When she came back from lunch,",Jessica,10.09209758406181
18,SBJ-Mismatch,"When he came back from lunch,",Jessica,11.829643042810874
18,OBJ-Match,"When she came back from lunch, some of the interns avoided",Jessica,14.24881791123529
18,OBJ-Mismatch,"When he came back from lunch, some of the interns avoided",Jessica,15.866405115750334
19,SBJ-Match,"As she was leaving the concert hall,",Jessica,10.842480974181873
19,SBJ-Mismatch,"As he was leaving the concert hall,",Jessica,14.12572692435538
19,OBJ-Match,"As she was leaving the concert hall, countless journalists questioned",Jessica,13.779369855171423
19,OBJ-Mismatch,"As he was leaving the concert hall, countless journalists questioned",Jessica,16.35881203471406
20,SBJ-Match,"While she waited for the bus,",Jessica,9.88247800920201
20,SBJ-Mismatch,"While he waited for the bus,",Jessica,12.578576022016545
20,OBJ-Match,"While she waited for the bus, various commuters warned",Jessica,12.506590757540451
20,OBJ-Mismatch,"While he waited for the bus, various commuters warned",Jessica,14.709750765262637
21,SBJ-Match,"When she entered the church,",Jessica,11.911904724966695
21,SBJ-Mismatch,"When he entered the church,",Jessica,13.854479976790216
21,OBJ-Match,"When she entered the church, a handful of churchgoers criticized",Jessica,15.312976900507042
21,OBJ-Mismatch,"When he entered the church, a handful of churchgoers criticized",Jessica,17.558973355357175
22,SBJ-Match,"After she heard the verdict,",Rachel,10.325586048304238
22,SBJ-Mismatch,"After he heard the verdict,",Rachel,12.284924068100011
22,OBJ-Match,"After she heard the verdict, a number of supporters consoled",Rachel,12.772452945386414
22,OBJ-Mismatch,"After he heard the verdict, a number of supporters consoled",Rachel,14.07741205875428
23,SBJ-Match,"After she had finished cooking,",Rachel,11.457336027903628
23,SBJ-Mismatch,"After he had finished cooking,",Rachel,13.114862596374325
23,OBJ-Match,"After she had finished cooking, a few friends helped",Rachel,13.908743156272253
23,OBJ-Mismatch,"After he had finished cooking, a few friends helped",Rachel,16.963507914661932
24,SBJ-Match,"After she had spoken,",Rachel,11.30349563314784
24,SBJ-Mismatch,"After he had spoken,",Rachel,12.802382539266436
24,OBJ-Match,"After she had spoken, seven guards escorted",Rachel,12.314095143306707
24,OBJ-Mismatch,"After he had spoken, seven guards escorted",Rachel,14.736246971683581
25,SBJ-Match,"While she waited backstage,",Rachel,11.667299877721588
25,SBJ-Mismatch,"While he waited backstage,",Rachel,13.443785386917698
25,OBJ-Match,"While she waited backstage, several models congratulated",Rachel,11.668121126049929
25,OBJ-Mismatch,"While he waited backstage, several models congratulated",Rachel,13.79148966774073
26,SBJ-Match,"While she was mowing the lawn,",Rachel,10.649664385195067
26,SBJ-Mismatch,"While he was mowing the lawn,",Rachel,12.626863229774123
26,OBJ-Match,"While she was mowing the lawn, a number of neighbors waved at",Rachel,12.215901172225184
26,OBJ-Mismatch,"While he was mowing the lawn, a number of neighbors waved at",Rachel,15.124142774550313
27,SBJ-Match,"After she was elected,",Rachel,12.367724949593264
27,SBJ-Mismatch,"After he was elected,",Rachel,14.901261078332922
27,OBJ-Match,"After she was elected, many other politicians convinced",Rachel,14.681551109618715
27,OBJ-Mismatch,"After he was elected, many other politicians convinced",Rachel,16.66744518769437
28,SBJ-Match,"When she got to the construction site,",Rachel,12.240330498480729
28,SBJ-Mismatch,"When he got to the construction site,",Rachel,14.608025797139662
28,OBJ-Match,"When she got to the construction site, a lot of workers approached",Rachel,13.91768704247261
28,OBJ-Mismatch,"When he got to the construction site, a lot of workers approached",Rachel,16.471838998870588
