Item,Condition,Context,Target,Surprisal
17,Constraint-Mismatch,"After leaving him a voice message,",Jessica,11.591497269484428
17,NoConstraint-Match,"After a volunteer left her a voice message,",Jessica,11.48497926015807
17,NoConstraint-Mismatch,"After a volunteer left him a voice message,",Jessica,13.294289261530142
18,Constraint-Match,"After sending her a thank-you note,",Jessica,9.864196634962315
18,Constraint-Mismatch,"After sending him a thank-you note,",Jessica,11.635617368888031
18,NoConstraint-Match,"After someone sent her a thank-you note,",Jessica,11.525078462799566
18,NoConstraint-Mismatch,"After someone sent him a thank-you note,",Jessica,13.365367950957008
19,Constraint-Match,"Before taking her on the rollercoaster,",Rachel,10.24631784797701
19,Constraint-Mismatch,"Before taking him on the rollercoaster,",Rachel,12.899965892183307
19,NoConstraint-Match,"Before a chaperone took her kids on the rollercoaster,",Rachel,11.51110503958929
19,NoConstraint-Mismatch,"Before a chaperone took his kids on the rollercoaster,",Rachel,13.317818602005103
20,Constraint-Match,"After taking her to a social event,",Rachel,11.50173084459222
20,Constraint-Mismatch,"After taking him to a social event,",Rachel,13.019700188382702
20,NoConstraint-Match,"After the roommates took her to a social event,",Rachel,11.569045111167185
20,NoConstraint-Mismatch,"After the roommates took him to a social event,",Rachel,12.725180252343277
21,Constraint-Match,"Before showing her any new paintings,",Rachel,10.938382092806311
21,Constraint-Mismatch,"Before showing him any new paintings,",Rachel,13.559685749684594
21,NoConstraint-Match,"Before auctioneers showed her any new paintings,",Rachel,15.49481162814198
21,NoConstraint-Mismatch,"Before auctioneers showed him any new paintings,",Rachel,16.909248877823305
22,Constraint-Match,"After nominating her for class president,",Rachel,11.462023434384394
22,Constraint-Mismatch,"After nominating him for class president,",Rachel,14.338321918914408
22,NoConstraint-Match,"After a student nominated her for class president,",Rachel,10.32433644219871
22,NoConstraint-Mismatch,"After a student nominated him for class president,",Rachel,13.019859899261231
23,Constraint-Match,"After watching her on the Voice,",Rachel,12.464565848091066
23,Constraint-Mismatch,"After watching him on the Voice,",Rachel,13.561023167406614
23,NoConstraint-Match,"After everyone watched her on the Voice,",Rachel,12.386341359782351
23,NoConstraint-Mismatch,"After everyone watched him on the Voice,",Rachel,13.691938634085696
24,Constraint-Match,"Before sending her the secret contract,",Rachel,11.233267800511433
24,Constraint-Mismatch,"Before sending him the secret contract,",Rachel,13.283854267901743
24,NoConstraint-Match,"Before a secretary sent her the secret contract,",Rachel,13.95854738330688
24,NoConstraint-Mismatch,"Before a secretary sent him the secret contract,",Rachel,15.759230499850482
