Item,Condition,Context,Target,Surprisal
13,NoConstraint-Match,"After a professor had her in multiple classes,",Jessica,9.884486851882905
13,NoConstraint-Mismatch,"After a professor had him in multiple classes,",Jessica,11.798200775772681
14,Constraint-Match,"After buying her a pumpkin-spice latte,",Jessica,9.837359894727165
14,Constraint-Mismatch,"After buying him a pumpkin-spice latte,",Jessica,10.45643522604007
14,NoConstraint-Match,"After a stranger bought her a pumpkin-spice latte,",Jessica,7.808974531536691
14,NoConstraint-Mismatch,"After a stranger bought him a pumpkin-spice latte,",Jessica,14.327180622030003
15,Constraint-Match,"While writing her a reminder note,",Jessica,8.635000018743446
15,Constraint-Mismatch,"While writing him a reminder note,",Jessica,10.820109280221308
15,NoConstraint-Match,"While someone wrote her a reminder note,",Jessica,9.866119348650727
15,NoConstraint-Mismatch,"While someone wrote him a reminder note,",Jessica,13.372409565435081
16,Constraint-Match,"After pouring her some hot tea,",Jessica,9.942487455946512
16,Constraint-Mismatch,"After pouring him some hot tea,",Jessica,11.542366626500028
16,NoConstraint-Match,"After a waiter poured her some hot tea,",Jessica,9.866721830004673
16,NoConstraint-Mismatch,"After a waiter poured him some hot tea,",Jessica,16.668359993252572
17,Constraint-Match,"After leaving her a voice message,",Jessica,9.059683445280605
17,Constraint-Mismatch,"After leaving him a voice message,",Jessica,8.95398161139806
17,NoConstraint-Match,"After a volunteer left her a voice message,",Jessica,9.12920363032522
17,NoConstraint-Mismatch,"After a volunteer left him a voice message,",Jessica,12.932716809815627
18,Constraint-Match,"After sending her a thank-you note,",Jessica,5.98950074813897
18,Constraint-Mismatch,"After sending him a thank-you note,",Jessica,8.452034561229166
18,NoConstraint-Match,"After someone sent her a thank-you note,",Jessica,9.306405848949028
18,NoConstraint-Mismatch,"After someone sent him a thank-you note,",Jessica,14.487687159087587
19,Constraint-Match,"Before taking her on the rollercoaster,",Rachel,9.723435386306612
19,Constraint-Mismatch,"Before taking him on the rollercoaster,",Rachel,11.651127750495752
19,NoConstraint-Match,"Before a chaperone took her kids on the rollercoaster,",Rachel,10.763660931521063
19,NoConstraint-Mismatch,"Before a chaperone took his kids on the rollercoaster,",Rachel,14.655331192991815
20,Constraint-Match,"After taking her to a social event,",Rachel,10.768716112514872
20,Constraint-Mismatch,"After taking him to a social event,",Rachel,10.057182881678258
20,NoConstraint-Match,"After the roommates took her to a social event,",Rachel,9.000899319549433
20,NoConstraint-Mismatch,"After the roommates took him to a social event,",Rachel,13.959020219020887
21,Constraint-Match,"Before showing her any new paintings,",Rachel,9.875444790034505
21,Constraint-Mismatch,"Before showing him any new paintings,",Rachel,11.858327205494561
21,NoConstraint-Match,"Before auctioneers showed her any new paintings,",Rachel,9.579642921713363
21,NoConstraint-Mismatch,"Before auctioneers showed him any new paintings,",Rachel,15.572174263638619
22,Constraint-Match,"After nominating her for class president,",Rachel,8.338606787038936
22,Constraint-Mismatch,"After nominating him for class president,",Rachel,8.381771011318442
22,NoConstraint-Match,"After a student nominated her for class president,",Rachel,8.030661789007205
22,NoConstraint-Mismatch,"After a student nominated him for class president,",Rachel,14.55152445931364
23,Constraint-Match,"After watching her on the Voice,",Rachel,10.758687272008697
23,Constraint-Mismatch,"After watching him on the Voice,",Rachel,11.749628855315997
23,NoConstraint-Match,"After everyone watched her on the Voice,",Rachel,9.681337489951096
23,NoConstraint-Mismatch,"After everyone watched him on the Voice,",Rachel,11.876568776080164
24,Constraint-Match,"Before sending her the secret contract,",Rachel,9.753035621166187
24,Constraint-Mismatch,"Before sending him the secret contract,",Rachel,11.278098522609092
24,NoConstraint-Match,"Before a secretary sent her the secret contract,",Rachel,12.398020138336511
24,NoConstraint-Mismatch,"Before a secretary sent him the secret contract,",Rachel,12.403144637027076
