Item,Condition,Context,Target,Surprisal
17,SBJ-Match,"As soon as she got back to school,",Jessica,11.678702462496132
17,SBJ-Mismatch,"As soon as he got back to school,",Jessica,13.314220336996982
17,OBJ-Match,"As soon as she got back to school, some students accused",Jessica,12.730720623947176
17,OBJ-Mismatch,"As soon as he got back to school, some students accused",Jessica,15.429632835798438
18,SBJ-Match,"When she came back from lunch,",Jessica,11.667609635053477
18,SBJ-Mismatch,"When he came back from lunch,",Jessica,13.23362233980602
18,OBJ-Match,"When she came back from lunch, some of the interns avoided",Jessica,13.53608043062572
18,OBJ-Mismatch,"When he came back from lunch, some of the interns avoided",Jessica,15.36715297373599
19,SBJ-Match,"As she was leaving the concert hall,",Jessica,10.854736077564993
19,SBJ-Mismatch,"As he was leaving the concert hall,",Jessica,13.156137206156275
19,OBJ-Match,"As she was leaving the concert hall, countless journalists questioned",Jessica,13.957764177549862
19,OBJ-Mismatch,"As he was leaving the concert hall, countless journalists questioned",Jessica,16.94993099731708
20,SBJ-Match,"While she waited for the bus,",Jessica,10.386448815380684
20,SBJ-Mismatch,"While he waited for the bus,",Jessica,12.844744616806834
20,OBJ-Match,"While she waited for the bus, various commuters warned",Jessica,12.958584315405805
20,OBJ-Mismatch,"While he waited for the bus, various commuters warned",Jessica,15.391389955179385
21,SBJ-Match,"When she entered the church,",Jessica,11.369992563718267
21,SBJ-Mismatch,"When he entered the church,",Jessica,13.632565918084799
21,OBJ-Match,"When she entered the church, a handful of churchgoers criticized",Jessica,13.758325912514579
21,OBJ-Mismatch,"When he entered the church, a handful of churchgoers criticized",Jessica,16.64658512946769
22,SBJ-Match,"After she heard the verdict,",Rachel,10.633760773418132
22,SBJ-Mismatch,"After he heard the verdict,",Rachel,13.732047343355188
22,OBJ-Match,"After she heard the verdict, a number of supporters consoled",Rachel,12.708141608670067
22,OBJ-Mismatch,"After he heard the verdict, a number of supporters consoled",Rachel,14.420539267937944
23,SBJ-Match,"After she had finished cooking,",Rachel,10.006647890049232
23,SBJ-Mismatch,"After he had finished cooking,",Rachel,11.883595908683315
23,OBJ-Match,"After she had finished cooking, a few friends helped",Rachel,13.016272848200792
23,OBJ-Mismatch,"After he had finished cooking, a few friends helped",Rachel,15.607886350104494
24,SBJ-Match,"After she had spoken,",Rachel,10.8051950616734
24,SBJ-Mismatch,"After he had spoken,",Rachel,12.435581484258645
24,OBJ-Match,"After she had spoken, seven guards escorted",Rachel,12.380451205343855
24,OBJ-Mismatch,"After he had spoken, seven guards escorted",Rachel,14.954514276851768
25,SBJ-Match,"While she waited backstage,",Rachel,10.052282811515118
25,SBJ-Mismatch,"While he waited backstage,",Rachel,12.64067791208679
25,OBJ-Match,"While she waited backstage, several models congratulated",Rachel,11.244852126860362
25,OBJ-Mismatch,"While he waited backstage, several models congratulated",Rachel,13.678548719806436
26,SBJ-Match,"While she was mowing the lawn,",Rachel,10.028716775898197
26,SBJ-Mismatch,"While he was mowing the lawn,",Rachel,12.369105570052463
26,OBJ-Match,"While she was mowing the lawn, a number of neighbors waved at",Rachel,13.22363383878358
26,OBJ-Mismatch,"While he was mowing the lawn, a number of neighbors waved at",Rachel,16.509236018348037
27,SBJ-Match,"After she was elected,",Rachel,10.762570319429543
27,SBJ-Mismatch,"After he was elected,",Rachel,14.325960031056425
27,OBJ-Match,"After she was elected, many other politicians convinced",Rachel,13.509461725254292
27,OBJ-Mismatch,"After he was elected, many other politicians convinced",Rachel,16.05421443236022
28,SBJ-Match,"When she got to the construction site,",Rachel,12.053471332459889
28,SBJ-Mismatch,"When he got to the construction site,",Rachel,14.388728624396562
28,OBJ-Match,"When she got to the construction site, a lot of workers approached",Rachel,14.998839755760246
28,OBJ-Mismatch,"When he got to the construction site, a lot of workers approached",Rachel,17.185399932956113
