Item,Condition,Context,Target,Surprisal
23,OBJ-Match,"After she had finished cooking, a few friends helped",Rachel,12.655714523266552
23,OBJ-Mismatch,"After he had finished cooking, a few friends helped",Rachel,15.398217198975084
24,SBJ-Match,"After she had spoken,",Rachel,11.289102256664135
24,SBJ-Mismatch,"After he had spoken,",Rachel,13.013232044732154
24,OBJ-Match,"After she had spoken, seven guards escorted",Rachel,12.626472619958205
24,OBJ-Mismatch,"After he had spoken, seven guards escorted",Rachel,14.60159434886041
25,SBJ-Match,"While she waited backstage,",Rachel,11.862742557505001
25,SBJ-Mismatch,"While he waited backstage,",Rachel,13.467914032601806
25,OBJ-Match,"While she waited backstage, several models congratulated",Rachel,12.308913902952803
25,OBJ-Mismatch,"While he waited backstage, several models congratulated",Rachel,13.851509142877743
26,SBJ-Match,"While she was mowing the lawn,",Rachel,11.425927044490038
26,SBJ-Mismatch,"While he was mowing the lawn,",Rachel,13.33534309114227
26,OBJ-Match,"While she was mowing the lawn, a number of neighbors waved at",Rachel,14.89374123119754
26,OBJ-Mismatch,"While he was mowing the lawn, a number of neighbors waved at",Rachel,17.038295348067905
27,SBJ-Match,"After she was elected,",Rachel,11.036003108213214
27,SBJ-Mismatch,"After he was elected,",Rachel,14.035089398539803
27,OBJ-Match,"After she was elected, many other politicians convinced",Rachel,13.590506250227229
27,OBJ-Mismatch,"After he was elected, many other politicians convinced",Rachel,15.63991836133844
28,SBJ-Match,"When she got to the construction site,",Rachel,11.996296639349724
28,SBJ-Mismatch,"When he got to the construction site,",Rachel,14.711496750090305
28,OBJ-Match,"When she got to the construction site, a lot of workers approached",Rachel,14.872104675572418
28,OBJ-Mismatch,"When he got to the construction site, a lot of workers approached",Rachel,16.937966712288365
