Item,Condition,Context,Target,Surprisal
17,Constraint-Mismatch,"After leaving him a voice message,",Jessica,11.591501804531408
17,NoConstraint-Match,"After a volunteer left her a voice message,",Jessica,11.485008746335199
17,NoConstraint-Mismatch,"After a volunteer left him a voice message,",Jessica,13.294301177373217
18,Constraint-Match,"After sending her a thank-you note,",Jessica,9.864215105882844
18,Constraint-Mismatch,"After sending him a thank-you note,",Jessica,11.635611891448786
18,NoConstraint-Match,"After someone sent her a thank-you note,",Jessica,11.525169540180467
18,NoConstraint-Mismatch,"After someone sent him a thank-you note,",Jessica,13.365427105964873
19,Constraint-Match,"Before taking her on the rollercoaster,",Rachel,10.246334270204033
19,Constraint-Mismatch,"Before taking him on the rollercoaster,",Rachel,12.899973112977587
19,NoConstraint-Match,"Before a chaperone took her kids on the rollercoaster,",Rachel,11.51113396163093
19,NoConstraint-Mismatch,"Before a chaperone took his kids on the rollercoaster,",Rachel,13.317850543015274
20,Constraint-Match,"After taking her to a social event,",Rachel,11.501704058502073
20,Constraint-Mismatch,"After taking him to a social event,",Rachel,13.01972738680286
20,NoConstraint-Match,"After the roommates took her to a social event,",Rachel,11.569048300462825
20,NoConstraint-Mismatch,"After the roommates took him to a social event,",Rachel,12.725205555777137
21,Constraint-Match,"Before showing her any new paintings,",Rachel,10.938405987826354
21,Constraint-Mismatch,"Before showing him any new paintings,",Rachel,13.559696016208102
21,NoConstraint-Match,"Before auctioneers showed her any new paintings,",Rachel,15.494814172788502
21,NoConstraint-Mismatch,"Before auctioneers showed him any new paintings,",Rachel,16.90927423315507
22,Constraint-Match,"After nominating her for class president,",Rachel,11.462032436664103
22,Constraint-Mismatch,"After nominating him for class president,",Rachel,14.33833463892477
22,NoConstraint-Match,"After a student nominated her for class president,",Rachel,10.324318246295975
22,NoConstraint-Mismatch,"After a student nominated him for class president,",Rachel,13.019883264562184
23,Constraint-Match,"After watching her on the Voice,",Rachel,12.464603345013526
23,Constraint-Mismatch,"After watching him on the Voice,",Rachel,13.561082921731728
23,NoConstraint-Match,"After everyone watched her on the Voice,",Rachel,12.386318880543957
23,NoConstraint-Mismatch,"After everyone watched him on the Voice,",Rachel,13.691999896870913
24,Constraint-Match,"Before sending her the secret contract,",Rachel,11.233259713947623
24,Constraint-Mismatch,"Before sending him the secret contract,",Rachel,13.283864004061826
24,NoConstraint-Match,"Before a secretary sent her the secret contract,",Rachel,13.958583145596318
24,NoConstraint-Mismatch,"Before a secretary sent him the secret contract,",Rachel,15.759277803677515
